id,text,category
3270,选编,neg
3271,打理,neg
3272,集尿器,neg
3273,绿豆色,neg
3274,爆闪,neg
3275,绿白色,neg
3276,车垫,neg
3277,滑滑梯,neg
3278,耐热玻璃,neg
3279,无下摆,neg
3280,绣黑,neg
3281,纯橘黄色,neg
3282,艺术风格,neg
3283,日式和风,neg
3284,萨克斯配件,neg
3285,女运动套装,neg
3286,纯色白,neg
3287,工装布,neg
3288,排烟,neg
3289,棉袄,neg
3290,海蓝色,neg
3291,金条,neg
3292,海绵垫,neg
3293,机械表,neg
3294,小樱桃,neg
3295,温控,neg
3296,养生滋补,neg
3297,车内饰品,neg
3298,小锅,neg
3299,孕妇装,neg
3300,经典黑色,neg
3301,雪纺纱,neg
3302,秋梨糖,neg
3303,粉彩,neg
3304,黑加白,neg
3305,洗鞋刷,neg
3306,排湿吸汗,neg
3307,靠墙柜,neg
3308,青春蓝色,neg
3309,简约黑,neg
3310,礼品盒,neg
3311,防紫外线,neg
3312,控油修护,neg
3313,竹青,neg
3314,波普,neg
3315,尊贵黄色,neg
3316,琥珀蓝色,neg
3317,时尚型,neg
3318,冰川白色,neg
3319,番茄红色,neg
3320,印花蓝,neg
3321,亮青,neg
3322,打死,neg
3323,中性款,neg
3324,红润,neg
3325,洗涤,neg
3326,男士拖鞋,neg
3327,青铜,neg
3328,青杏,neg
3329,鲜玫红,neg
3330,提亮妆,neg
3331,山楂糖,neg
3332,暗色,neg
3333,洗发膏,neg
3334,性感透气,neg
3335,盖头,neg
3336,印花裙,neg
3337,衣料,neg
3338,柠檬味,neg
3339,贵红,neg
3340,偏白色,neg
3341,遮疤,neg
3342,大码衬衣,neg
3343,自然棕,neg
3344,接见,neg
3345,蕾丝绒,neg
3346,淡淡蓝,neg
3347,编织线,neg
3348,女小个子,neg
3349,混紫色,neg
3350,野餐炉具,neg
3351,暗扣,neg
3352,不锈钢碗,neg
3353,秘而不宣,neg
3354,复古蓝色,neg
3355,古典蓝,neg
3356,收腹包臀,neg
3357,居家鞋,neg
3358,浅粉红,neg
3359,拉车,neg
3360,泰式风格,neg
3361,纯色黄色,neg
3362,黄金绳,neg
3363,防滑,neg
3364,缓解胀,neg
3365,改善睫毛,neg
3366,乡村版,neg
3367,橡筋底摆,neg
3368,试妆,neg
3369,8分裤,neg
3370,思慕,neg
3371,简约白色,neg
3372,打包纸箱,neg
3373,护臀,neg
3374,削笔,neg
3375,双孔,neg
3376,艾青,neg
3377,天然白,neg
3378,英伦式书包,neg
3379,卫衣,neg
3380,鱿鱼干,neg
3381,病员服,neg
3382,初体验,neg
3383,滑梯,neg
3384,水蜜桃,neg
3385,大辣片,neg
3386,铝膜,neg
3387,全棉衬衫,neg
3388,护发素,neg
3389,车载用品,neg
3390,葡红色,neg
3391,入耳式,neg
3392,导热纤维,neg
3393,打底显身材,neg
3394,半裤,neg
3395,洁牙粉,neg
3396,修容盘,neg
3397,防水防汗,neg
3398,淡橘粉,neg
3399,冰雪白,neg
3400,蓬蓬袖,neg
3401,淡桔色,neg
3402,正青色,neg
3403,淋浴花洒,neg
3404,马术手套,neg
3405,光白色,neg
3406,神秘黑,neg
3407,脆皮巧克力,neg
3408,浅色系,neg
3409,香槟粉,neg
3410,西式简约风,neg
3411,粉渐变色,neg
3412,叠穿,neg
3413,辅助喂奶,neg
3414,全紫色,neg
3415,大V领,neg
3416,蝴蝶袖,neg
3417,旅游帐篷,neg
3418,盅,neg
3419,衬衫外套,neg
3420,保平安,neg
3421,通气,neg
3422,职业装,neg
3423,发电机配件,neg
3424,净白修护,neg
3425,折叠裙摆,neg
3426,帝王紫,neg
3427,调味盒,neg
3428,安全垫,neg
3429,苹果黄色,neg
3430,营养滋补,neg
3431,蛋糕,neg
3432,云粉色,neg
3433,咸菜,neg
3434,花瓶,neg
3435,收纳盒子,neg
3436,羊绒,neg
3437,灯条,neg
3438,大学新生,neg
3439,暴汗裤,neg
3440,蛋糕裤,neg
3441,稳重棕色,neg
3442,车钥匙包,neg
3443,古筝架,neg
3444,储水,neg
3445,华芦荟,neg
3446,骆黄,neg
3447,名媛风,neg
3448,灭蚊,neg
3449,桌,neg
3450,可可色,neg
3451,橙红,neg
3452,小椅子,neg
3453,石蜡,neg
3454,气质棕色,neg
3455,米紫色,neg
3456,LED灯泡,neg
3457,黄白色,neg
3458,防滑耐磨,neg
3459,妩媚红,neg
3460,藏红色,neg
3461,鸭掌,neg
3462,化妆台,neg
3463,侧肩包,neg
3464,加长衬衣,neg
3465,雪蚕绒,neg
3466,洋甘菊,neg
3467,美白淡斑,neg
3468,写字台,neg
3469,经典白色,neg
3470,夏被,neg
3471,亮金色,neg
3472,麦色,neg
3473,坐便椅,neg
3474,冬菇,neg
3475,全封闭式,neg
3476,白蓝色,neg
3477,赭红色,neg
3478,化妆包,neg
3479,清透蓝,neg
3480,杜鹃红色,neg
3481,治脚气,neg
3482,陈皮梅,neg
3483,馒头,neg
3484,收纳篮,neg
3485,银天蓝色,neg
3486,写作,neg
3487,镇定肌肤,neg
3488,冰糖,neg
3489,垫腰,neg
3490,点菜菜,neg
3491,新白色,neg
3492,桔黄色,neg
3493,桔粉色,neg
3494,陈列柜,neg
3495,漆光,neg
3496,淡洋红,neg
3497,炫灰,neg
3498,三件杯,neg
3499,军迷彩,neg
3500,米红色,neg
3501,韩粉色,neg
3502,紫颜色,neg
3503,来事,neg
3504,孕妇短裤,neg
3505,常青,neg
3506,女帆布鞋,neg
3507,增重,neg
3508,人棉,neg
3509,青绿,neg
3510,饭桌,neg
3511,巨峰葡萄,neg
3512,粉水,neg
3513,心惊胆颤,neg
3514,激情蓝色,neg
3515,防水鞋面,neg
3516,小鲤鱼,neg
3517,芦荟香型,neg
3518,风笛,neg
3519,蕾丝白,neg
3520,氛围灯,neg
3521,摩托艇,neg
3522,内衣收纳盒,neg
3523,肤白,neg
3524,呢短裤,neg
3525,绵绸,neg
3526,赤红色,neg
3527,泳衣,neg
3528,碎花蓝,neg
3529,荧光红,neg
3530,彩色,neg
3531,空气巧克力,neg
3532,小灯泡,neg
3533,蜜饯,neg
3534,防水毯,neg
3535,木变石,neg
3536,深棕色,neg
3537,翡翠戒指,neg
3538,装饰画,neg
3539,试装,neg
3540,地瓜,neg
3541,矿长,neg
3542,显气场,neg
3543,五星红旗,neg
3544,肥大袖,neg
3545,淡化黑色素,neg
3546,礼物,neg
3547,骑车,neg
3548,洗护二合一,neg
3549,擦手,neg
3550,静湖蓝色,neg
3551,金黑色,neg
3552,鼓,neg
3553,侧背包,neg
3554,蜜粉,neg
3555,纯洁白,neg
3556,消毒杀菌,neg
3557,清凉垫,neg
3558,拔罐器,neg
3559,鲜黄色,neg
3560,象拔蚌,neg
3561,几何风格,neg
3562,维C,neg
3563,跟妆箱,neg
3564,小两口,neg
3565,鼠标,neg
3566,亚麻九分裤,neg
3567,山芋,neg
3568,彩蓝,neg
3569,珍珠紫,neg
3570,水晶紫色,neg
3571,肉桂茶,neg
3572,足贴,neg
3573,美式百搭风,neg
3574,初学者,neg
3575,文化衫,neg
3576,男运动裤,neg
3577,婴儿车,neg
3578,服饰,neg
3579,本紫,neg
3580,天青蓝色,neg
3581,挡雨,neg
3582,散粉刷,neg
3583,加湿器,neg
3584,衣物收纳袋,neg
3585,骑士靴,neg
3586,圈圈绒,neg
3587,凉垫,neg
3588,童裤,neg
3589,阳光红,neg
3590,夹克衫,neg
3591,拉面,neg
3592,韩日风格,neg
3593,韵蓝,neg
3594,暖灰色,neg
3595,炫舞橙色,neg
3596,柴犬,neg
3597,深蓝月,neg
3598,落落大方,neg
3599,妇女,neg
3600,莹绿色,neg
3601,簸箕,neg
3602,公主裙,neg
3603,去黄,neg
3604,蛋青色,neg
3605,塑颜,neg
3606,深紫红,neg
3607,早教机,neg
3608,潮黑色,neg
3609,桦木,neg
3610,模型,neg
3611,日系,neg
3612,降火茶,neg
3613,背景布,neg
3614,茶包,neg
3615,干酪,neg
3616,立领衬衫,neg
3617,挂架,neg
3618,血橙,neg
3619,黄迷彩色,neg
3620,纯酒红,neg
3621,假黑,neg
3622,跑步鞋,neg
3623,培根肉,neg
3624,汗衫,neg
3625,鱼鳞布,neg
3626,球迷衫,neg
3627,烟咖色,neg
3628,美式床,neg
3629,木耳,neg
3630,小蓝莓,neg
3631,指甲彩妆,neg
3632,操作台,neg
3633,香橙味,neg
3634,金丝线,neg
3635,杏米色,neg
3636,宝石青色,neg
3637,蚕丝裤,neg
3638,木,neg
3639,威化巧克力,neg
3640,沙滩金,neg
3641,跳舞裙,neg
3642,辅导,neg
3643,碧绿色,neg
3644,贪污,neg
3645,红白,neg
3646,穿墙,neg
3647,水色少女风,neg
3648,封层,neg
3649,索赔,neg
3650,非正规,neg
3651,修身款,neg
3652,显女人味,neg
3653,暖橙色,neg
3654,玛咖茶,neg
3655,铝质,neg
3656,女友,neg
3657,贴画,neg
3658,去头屑,neg
3659,粗纺呢,neg
3660,网络电视,neg
3661,束腿裤,neg
3662,超人白色,neg
3663,湖色,neg
3664,收腹提臀,neg
3665,艳紫,neg
3666,锆质,neg
3667,防晒眼,neg
3668,折叠床,neg
3669,下周,neg
3670,螺纹弹力棉,neg
3671,纯咖色,neg
3672,棕黄,neg
3673,遮腿型,neg
3674,褐粉,neg
3675,消除失眠,neg
3676,分班,neg
3677,电子手表,neg
3678,烟青,neg
3679,淡雅白,neg
3680,正方盘,neg
3681,心型,neg
3682,周一,neg
3683,韵红,neg
3684,男外套,neg
3685,风衣面料,neg
3686,民族服装,neg
3687,硅藻土,neg
3688,烤漆白,neg
3689,半身长裙,neg
3690,笑哭,neg
3691,架子鼓,neg
3692,防滑通用,neg
3693,半透视,neg
3694,罗勒味,neg
3695,混凝土,neg
3696,工装式,neg
3697,防病,neg
3698,匀亮肤色,neg
3699,大摆裙,neg
3700,丝棉衫,neg
3701,皮灰色,neg
3702,奉化水蜜桃,neg
3703,直筒裤,neg
3704,牛肉粒,neg
3705,亮肤色,neg
3706,职业鞋,neg
3707,深灰,neg
3708,简易书架,neg
3709,违法,neg
3710,红褐,neg
3711,吊坠,neg
3712,小脚,neg
3713,咖啡机,neg
3714,皇家,neg
3715,苹果味,neg
3716,豆绿色,neg
3717,棉黄色,neg
3718,英伦格纹范,neg
3719,女巫风,neg
3720,深喉,neg
3721,聚热透气,neg
3722,对戒,neg
3723,换气,neg
3724,母亲,neg
3725,梅蓝,neg
3726,色带盒,neg
3727,丙烯,neg
3728,小性感,neg
3729,紫光,neg
3730,露肩修身,neg
3731,满堂红色,neg
3732,活动服,neg
3733,杀菌消毒,neg
3734,冷紫,neg
3735,宠物猫,neg
3736,珠光,neg
3737,可拆,neg
3738,潮红,neg
3739,小蘑菇,neg
3740,小孩,neg
3741,新橙色,neg
3742,遛狗绳,neg
3743,改善颈部,neg
3744,隔热降温,neg
3745,松石绿,neg
3746,高汤,neg
3747,扫描仪,neg
3748,通红,neg
3749,洋芦荟,neg
3750,紫白,neg
3751,锈红,neg
3752,家居休闲,neg
3753,罗马风格,neg
3754,防晒遮瑕,neg
3755,香醇,neg
3756,布书,neg
3757,猪尾巴,neg
3758,颈挂式,neg
3759,红梅,neg
3760,新红,neg
3761,纱幔,neg
3762,袜丝绒,neg
3763,刷碗,neg
3764,雪梨茶,neg
3765,幼师,neg
3766,挡紫外线,neg
3767,舞包,neg
3768,花缸,neg
3769,小本子,neg
3770,方型领,neg
3771,茶叶渣,neg
3772,发带,neg
3773,猫眼,neg
3774,眼影刷,neg
3775,雪纺布料,neg
3776,水洗蓝,neg
3777,浅麻灰,neg
3778,减负护脊,neg
3779,抠手,neg
3780,防晒乳,neg
3781,造鞋,neg
3782,液体手套,neg
3783,芭蕾舞鞋,neg
3784,插排,neg
3785,拼图,neg
3786,灯泡,neg
3787,锁具,neg
3788,经典黄色,neg
3789,摄影,neg
3790,超短马甲,neg
3791,暖红,neg
3792,床边柜,neg
3793,床,neg
3794,显高气质,neg
3795,浴盐,neg
3796,卸妆液,neg
3797,红光光,neg
3798,脱唇毛,neg
3799,油泵,neg
3800,小碗,neg
3801,建功立业,neg
3802,煮妇,neg
3803,深颜色,neg
3804,小黄色,neg
3805,花瓶灯,neg
3806,高贵,neg
3807,立领西服,neg
3808,2月,neg
3809,风化白色,neg
3810,魅力学生范,neg
3811,桐木芯,neg
3812,修身个性,neg
3813,简约风格,neg
3814,萌妹,neg
3815,晒后修复,neg
3816,软化补水,neg
3817,针织帽子,neg
3818,一月,neg
3819,纯棉毛圈,neg
3820,青春运动范,neg
3821,显胸小,neg
3822,七月,neg
3823,三层裙摆,neg
3824,LED,neg
3825,抱抱娃,neg
3826,双排,neg
3827,映红色,neg
3828,纯杏色,neg
3829,修身系带,neg
3830,复古灰色,neg
3831,桔蓝,neg
3832,隔绝异味,neg
3833,透黑色,neg
3834,遮阳布,neg
3835,陶瓷表,neg
3836,清水蓝,neg
3837,断码鞋,neg
3838,擦红,neg
3839,消毒,neg
3840,发蜡,neg
3841,国潮风,neg
3842,荷叶下摆,neg
3843,柞蚕丝,neg
3844,时尚保暖,neg
3845,嗽叭袖,neg
3846,清透白,neg
3847,轻奢,neg
3848,遮盖斑,neg
3849,豆沙绿色,neg
3850,壁纸,neg
3851,钛银,neg
3852,耳机,neg
3853,英伦休闲风,neg
3854,催化,neg
3855,轮椅,neg
3856,直流,neg
3857,北卡蓝,neg
3858,南瓜,neg
3859,邮局纸箱,neg
3860,嗲声嗲气,neg
3861,汽车膜,neg
3862,折腾,neg
3863,排汗,neg
3864,收腹高腰,neg
3865,体脂秤,neg
3866,钢黑色,neg
3867,勾引,neg
3868,鲜奶,neg
3869,高圆领,neg
3870,玉白色,neg
3871,田园气质风格,neg
3872,婴儿开裆裤,neg
3873,纯色红,neg
3874,汽车保险杠,neg
3875,收臀,neg
3876,蒸蛋,neg
3877,女士上衣,neg
3878,脂粉,neg
3879,绒黑色,neg
3880,染发膏,neg
3881,餐台,neg
3882,少儿,neg
3883,茉莉花茶,neg
3884,置物,neg
3885,矿红,neg
3886,聚氨脂,neg
3887,遮瘦,neg
3888,女童装,neg
3889,舞蹈服饰,neg
3890,金精,neg
3891,白色版,neg
3892,尿布台,neg
3893,黄古铜,neg
3894,职业风,neg
3895,下马,neg
3896,时尚范,neg
3897,整洁光滑,neg
3898,胖人,neg
3899,小紫,neg
3900,绿黄,neg
3901,清新,neg
3902,雨具,neg
3903,拉仇恨,neg
3904,军工,neg
3905,红花艾,neg
3906,元祖灰,neg
3907,大叶梣,neg
3908,橡皮糖,neg
3909,双色,neg
3910,装卸车,neg
3911,假面骑士,neg
3912,舒缓腿,neg
3913,桔子味,neg
3914,意式风格,neg
3915,地毯,neg
3916,绿白,neg
3917,椰壳,neg
3918,吸奶,neg
3919,花青,neg
3920,反光白,neg
3921,帝王黄色,neg
3922,白酒壶,neg
3923,蔷薇紫,neg
3924,橘橙,neg
3925,魅惑红,neg
3926,聚拢遮肚,neg
3927,遮斑,neg
3928,桌旗,neg
3929,鱼肝油,neg
3930,孔雀红,neg
3931,耳钉,neg
3932,针织衫,neg
3933,补铁,neg
3934,平起平坐,neg
3935,黑芝麻,neg
3936,紫铜,neg
3937,保湿亮肤,neg
3938,白绿,neg
3939,缓解睛,neg
3940,炮台,neg
3941,坡跟鞋,neg
3942,遮光布,neg
3943,纺真丝,neg
3944,打印纸,neg
3945,水洗黑,neg
3946,手摇,neg
3947,浅红,neg
3948,薄红,neg
3949,黄油,neg
3950,电阻,neg
3951,话梅,neg
3952,玉米油,neg
3953,热辣,neg
3954,显青春,neg
3955,电熨斗,neg
3956,洗碗槽,neg
3957,榨汁,neg
3958,紫黑色,neg
3959,豆干,neg
3960,抽烟机,neg
3961,马海毛,neg
3962,全黄色,neg
3963,花红,neg
3964,车锁,neg
3965,初二党,neg
3966,午睡,neg
3967,黑莓,neg
3968,学步鞋,neg
3969,太阳能灯,neg
3970,养生杯,neg
3971,陶瓷,neg
3972,日式简约范,neg
3973,宽松版型,neg
3974,开衩,neg
3975,遮腿,neg
3976,遮光,neg
3977,淡化眼周,neg
3978,气垫,neg
3979,通勤风气质范,neg
3980,炫棕色,neg
3981,淡细纹,neg
3982,浅青绿,neg
3983,香膏,neg
3984,护肚,neg
3985,蕾丝黑,neg
3986,铅灰色,neg
3987,辅助恢复,neg
3988,蚕丝被,neg
3989,棉纶,neg
3990,电脑键盘,neg
3991,美式青年,neg
3992,暖棕色,neg
3993,水蜜桃味,neg
3994,敬酒服,neg
3995,国庆,neg
3996,口风琴,neg
3997,马克杯,neg
3998,防毒,neg
3999,裙裤,neg
4000,阳光吸收,neg
4001,石绿,neg
4002,单肩包,neg
4003,7分裤,neg
4004,环吸下排,neg
4005,焕颜,neg
4006,胡萝卜汁,neg
4007,皮桶子,neg
4008,糖果白,neg
4009,白橘色,neg
4010,万向节,neg
4011,通勤衬衫,neg
4012,牛仔拼雪纺,neg
4013,奶黄色,neg
4014,生津止渴,neg
4015,淡杏色,neg
4016,扫把,neg
4017,特殊,neg
4018,燕麦,neg
4019,戏服,neg
4020,邦笛,neg
4021,纶,neg
4022,青皮核桃,neg
4023,暗红,neg
4024,秋千吊椅,neg
4025,摆件,neg
4026,闪亮银,neg
4027,可可棕,neg
4028,橙粉色,neg
4029,头花,neg
4030,伞架,neg
4031,书写台,neg
4032,健肌粉,neg
4033,金黑,neg
4034,蔬果刨刀,neg
4035,平板拖把,neg
4036,麻将席,neg
4037,名媛,neg
4038,纯正,neg
4039,黑豆,neg
4040,红裤衩,neg
4041,幕后,neg
4042,条轮,neg
4043,柔光紫,neg
4044,鲜粉,neg
4045,滋补养生,neg
4046,蛋白石,neg
4047,偏黄,neg
4048,保暖隔热,neg
4049,棉布,neg
4050,蓝黑色,neg
4051,洋粉,neg
4052,防晒产品,neg
4053,橄榄黑,neg
4054,复古范,neg
4055,田园,neg
4056,情人,neg
4057,婴幼儿,neg
4058,增高穿,neg
4059,耐穿,neg
4060,遮挡,neg
4061,木色,neg
4062,平口裤,neg
4063,显瘦黑色,neg
4064,高帮男鞋,neg
4065,八分袖,neg
4066,长衬衣,neg
4067,粉色,neg
4068,纤体,neg
4069,贝母,neg
4070,茶桌,neg
4071,畏葸,neg
4072,小锯,neg
4073,红色蜜露,neg
4074,复古粉色,neg
4075,玫金,neg
4076,低温,neg
4077,防辐射,neg
4078,蓝水晶,neg
4079,方凳,neg
4080,七分袖T恤,neg
4081,保护垫,neg
4082,T恤裙,neg
4083,洗面盆,neg
4084,显肌肉,neg
4085,珠蓝,neg
4086,虾青色,neg
4087,显可爱,neg
4088,浇水,neg
4089,兔子背包,neg
4090,手持式,neg
4091,搞摄影,neg
4092,丑萌,neg
4093,淡浅紫,neg
4094,遮小腿,neg
4095,导入仪,neg
4096,沉稳黑,neg
4097,美式自然风,neg
4098,遮毛孔,neg
4099,紧致亮肤,neg
4100,玛瑙手镯,neg
4101,蓝粉色,neg
4102,炒冰机,neg
4103,聚财,neg
4104,记事,neg
4105,皮靴,neg
4106,黄晶,neg
4107,整理,neg
4108,茺蔚,neg
4109,新黄,neg
4110,苦丁茶,neg
4111,车贴,neg
4112,街头运动风,neg
4113,浅驼,neg
4114,门把手,neg
4115,黑白灰色,neg
4116,个性风,neg
4117,咖橘色,neg
4118,电冰箱,neg
4119,束口,neg
4120,炫粉,neg
4121,洗发水,neg
4122,超级纤维,neg
4123,冰糖橙,neg
4124,天丝棉,neg
4125,魅惑蓝色,neg
4126,松紧裤,neg
4127,珍珠手链,neg
4128,藤椒,neg
4129,五子棋,neg
4130,铁硅铝,neg
4131,黄花色,neg
4132,耳环盒,neg
4133,细羊绒,neg
4134,塑身衣,neg
4135,棉黑色,neg
4136,月黑色,neg
4137,筹码,neg
4138,感应式,neg
4139,沐浴,neg
4140,高压锅,neg
4141,西部鞍,neg
4142,女士牛仔裤,neg
4143,玻璃壶,neg
4144,上坑,neg
4145,长效舒缓,neg
4146,角钢,neg
4147,打褶裤,neg
4148,马卡龙,neg
4149,洗鞋,neg
4150,远投,neg
4151,暗黑气质风,neg
4152,云台,neg
4153,豆沙红色,neg
4154,藻蓝色,neg
4155,牛皮色,neg
4156,女将,neg
4157,护目镜,neg
4158,吐司,neg
4159,痛哭,neg
4160,透银色,neg
4161,面粉,neg
4162,汽车内饰,neg
4163,醉酒红,neg
4164,显肩,neg
4165,诊治,neg
4166,电磁,neg
4167,蘑菇,neg
4168,鳗鱼干,neg
4169,抽绳碎褶,neg
4170,花面料,neg
4171,绀蓝色,neg
4172,古怀旧范,neg
4173,美缝,neg
4174,筷子筒,neg
4175,K金,neg
4176,足球眼镜,neg
4177,蓬蓬下摆,neg
4178,薄蓝色,neg
4179,密码锁,neg
4180,九分皮裤,neg
4181,美版,neg
4182,尿湿,neg
4183,米灰色,neg
4184,椰子鞋,neg
4185,窄柜,neg
4186,骑行袜,neg
4187,脱卸袖,neg
4188,抱枕套,neg
4189,黑猪肉,neg
4190,韩版简洁风,neg
4191,阳光可爱,neg
4192,天丝皱,neg
4193,运动手机,neg
4194,透明内裤,neg
4195,芭比红,neg
4196,前男友,neg
4197,老板,neg
4198,水蓝,neg
4199,春秋户外,neg
4200,寄存柜,neg
4201,欧美款,neg
4202,增肌,neg
4203,活肤,neg
4204,蟹,neg
4205,黄金绒,neg
4206,洗衣机罩,neg
4207,圆形茶几,neg
4208,宝宝帽子,neg
4209,高黑,neg
4210,幽蓝,neg
4211,滋养头皮,neg
4212,羽绒服,neg
4213,无人机,neg
4214,四分袖,neg
4215,毛衫,neg
4216,磨砂紫,neg
4217,一人食,neg
4218,六层,neg
4219,地柜,neg
4220,储存,neg
4221,紫水玉,neg
4222,转角书桌,neg
4223,粟色,neg
4224,职业套装,neg
4225,消毒柜,neg
4226,西瓜酱,neg
4227,美发剪,neg
4228,滚筒洗衣机,neg
4229,洒红色,neg
4230,控油,neg
4231,磨砂绒面,neg
4232,碳纤黑,neg
4233,手机耳机,neg
4234,奶茶杯,neg
4235,试香,neg
4236,护目,neg
4237,玫瑰巧克力,neg
4238,电光紫色,neg
4239,面包车,neg
4240,飞行棋,neg
4241,小动物,neg
4242,拼接潮范,neg
4243,连体背心,neg
4244,马鞍棕,neg
4245,明清,neg
4246,篮球鞋,neg
4247,银纤维,neg
4248,大海蓝,neg
4249,纯玫红色,neg
4250,凉爽舒适,neg
4251,护腿,neg
4252,数字油画,neg
4253,显绒,neg
4254,灯开关,neg
4255,紧身,neg
4256,雪纺棉,neg
4257,高频,neg
4258,商务风,neg
4259,透气防滑,neg
4260,然乌黑,neg
4261,袜套,neg
4262,纳妾,neg
4263,抗震,neg
4264,淡灰色,neg
4265,高三孩子,neg
4266,味精,neg
4267,单跟鞋,neg
4268,烟雾灰色,neg
4269,口袋面包,neg
4270,养生,neg
4271,海棉,neg
4272,小儿,neg
4273,亮颜,neg
4274,沐足,neg
4275,驼咖,neg
4276,去法令纹,neg
4277,女士凉鞋,neg
4278,淡浅粉,neg
4279,沙黑色,neg
4280,艳绿,neg
4281,男朋友,neg
4282,貂毛领,neg
4283,新黄色,neg
4284,四方盘,neg
4285,露肩袖,neg
4286,豆沙粽子,neg
4287,双红,neg
4288,防跑,neg
4289,保暖内衣,neg
4290,阳台,neg
4291,原野绿,neg
4292,初三孩子,neg
4293,防霉,neg
4294,二代,neg
4295,功能内裤,neg
4296,胖妹妹,neg
4297,军海蓝色,neg
4298,缓冲减震,neg
4299,智慧蓝色,neg
4300,仙风,neg
4301,电视机,neg
4302,2015年,neg
4303,防近视,neg
4304,彩虹蓝,neg
4305,桑蚕,neg
4306,零钱包,neg
4307,选点,neg
4308,复古宫廷范,neg
4309,酱香味,neg
4310,指甲贴片,neg
4311,毛衣裙,neg
4312,换牙,neg
4313,彩钢,neg
4314,动漫范,neg
4315,睡眠眼罩,neg
4316,西装套装,neg
4317,立领收腰,neg
4318,翻檐帽,neg
4319,铝箔,neg
4320,筒灯,neg
4321,小粉色,neg
4322,开运,neg
4323,玫蓝,neg
4324,天蓬帘,neg
4325,抗皱滋养,neg
4326,女主,neg
4327,英伦,neg
4328,毛毛鞋,neg
4329,阳台柜,neg
4330,韩版潮休闲,neg
4331,袜子,neg
4332,美妹,neg
4333,浮漂,neg
4334,老朽,neg
4335,天线,neg
4336,洞庭碧螺春,neg
4337,可折叠收纳,neg
4338,假睫毛,neg
4339,实粉,neg
4340,榉木,neg
4341,蒸箱,neg
4342,小裙摆,neg
4343,皮绿,neg
4344,浅水红,neg
4345,宝石绿,neg
4346,都市学生范,neg
4347,喷涂,neg
4348,太极鞋,neg
4349,秋红色,neg
4350,收束,neg
4351,竹碳棉,neg
4352,哭累,neg
4353,麦纤味,neg
4354,纯橙色,neg
4355,电摩,neg
4356,化妆品架,neg
4357,多袋,neg
4358,老款,neg
4359,防滑防水,neg
4360,纯色粉色,neg
4361,馄饨,neg
4362,再生纤维,neg
4363,去妊娠纹,neg
4364,花苞下摆,neg
4365,纯正黑,neg
4366,新粉色,neg
4367,浅灰色,neg
4368,金桔色,neg
4369,西瓜红,neg
4370,钢板材,neg
4371,项链,neg
4372,兔毛,neg
4373,留声机,neg
4374,飞织鞋,neg
4375,滑轨,neg
4376,面膜纸,neg
4377,酷啡色,neg
4378,驼黄色,neg
4379,神秘蓝色,neg
4380,净化干净,neg
4381,温柔风格,neg
4382,魔幻蓝色,neg
4383,丝瓜,neg
4384,韵蓝色,neg
4385,沥水架,neg
4386,养肤,neg
4387,户外刀,neg
4388,碰柑,neg
4389,初中生,neg
4390,显腿形,neg
4391,烧鸡,neg
4392,辅食锅,neg
4393,冰醋酸,neg
4394,天丝纤维,neg
4395,流金,neg
4396,前叉,neg
4397,保湿水,neg
4398,自动机械表,neg
4399,单排扣,neg
4400,果紫色,neg
4401,办公风,neg
4402,淡淡绿色,neg
4403,大粉,neg
4404,转向,neg
4405,大立领,neg
4406,食品,neg
4407,鲤鱼竿,neg
4408,西丝绒,neg
4409,英伦的,neg
4410,收银台,neg
4411,纯棉毛线,neg
4412,塔丝隆,neg
4413,蕨菜,neg
4414,迷你冰箱,neg
4415,古铜色,neg
4416,嬉哈,neg
4417,门,neg
4418,去皮,neg
4419,餐椅垫,neg
4420,鸡肉,neg
4421,纯铝,neg
4422,白衬衣,neg
4423,大黑色,neg
4424,古怀旧风格,neg
4425,盆,neg
4426,染发剂,neg
4427,魅蓝,neg
4428,半拖鞋,neg
4429,衬衫,neg
4430,保暖性能,neg
4431,石膏线,neg
4432,节约领,neg
4433,日系潮流,neg
4434,蜜蜡黄色,neg
4435,蝶粉色,neg
4436,吊架,neg
4437,星空蓝色,neg
4438,听歌,neg
4439,羊毛大衣,neg
4440,整队,neg
4441,锭蓝色,neg
4442,运动鞋子,neg
4443,石锅,neg
4444,生命绿,neg
4445,隐形,neg
4446,栗棕,neg
4447,清新范,neg
4448,宝宝床,neg
4449,双门,neg
4450,黑白黄,neg
4451,防脱发,neg
4452,棉尿裤,neg
4453,宽松裙裤,neg
4454,橘咖色,neg
4455,防疲劳,neg
4456,国标,neg
4457,叮咬,neg
4458,缓解腰间盘突出,neg
4459,轮滑鞋,neg
4460,抽纸,neg
4461,女式斜背包,neg
4462,复颜,neg
4463,钓伞,neg
4464,荣耀红,neg
4465,垂顺,neg
4466,毛线绒,neg
4467,水碧,neg
4468,蓝紫色,neg
4469,蝴蝶黑,neg
4470,车载摆件,neg
4471,深情蓝色,neg
4472,时尚街拍,neg
4473,小青年,neg
4474,收毛孔,neg
4475,美式古典,neg
4476,胭脂,neg
4477,偏灰,neg
4478,蒸煮,neg
4479,碎花半身裙,neg
4480,茶晶,neg
4481,蜡黄,neg
4482,书房桌,neg
4483,润肤乳,neg
4484,轻便跑步鞋,neg
4485,绿咖,neg
4486,钥匙包,neg
4487,天然珍珠,neg
4488,电视遥控器,neg
